customer_id,risk_level,risk_score,flags,flag_count
C025,HIGH,0.3,"[{'flag': 'LOW_PAYMENT_FREQUENCY', 'severity': 'HIGH', 'message': 'Only 12% minimum due payments made', 'action': 'Payment assistance program offer'}]",1
C026,HIGH,0.4166666666666667,"[{'flag': 'CRITICAL_UTILIZATION', 'severity': 'HIGH', 'message': 'Credit utilization at 95% - near limit', 'action': 'Immediate credit limit review and payment reminder'}]",1
C027,HIGH,0.3333333333333333,"[{'flag': 'SPENDING_DECLINE_SEVERE', 'severity': 'HIGH', 'message': 'Spending dropped 22% - potential financial stress', 'action': 'Proactive payment plan discussion'}, {'flag': 'LOW_PAYMENT_FREQUENCY', 'severity': 'HIGH', 'message': 'Only 6% minimum due payments made', 'action': 'Payment assistance program offer'}]",2
C028,LOW,0.19999999999999998,[],0
C029,MEDIUM,0.18333333333333335,"[{'flag': 'MODERATE_PAYMENT_FREQUENCY', 'severity': 'MEDIUM', 'message': 'Payment frequency at 35%', 'action': 'Payment reminder and education'}]",1
C030,LOW,0.21666666666666667,[],0
C031,CRITICAL,0.45,"[{'flag': 'SPENDING_DECLINE_MODERATE', 'severity': 'MEDIUM', 'message': 'Spending declined 18%', 'action': 'Monitor spending patterns'}, {'flag': 'LOW_PAYMENT_FREQUENCY', 'severity': 'HIGH', 'message': 'Only 19% minimum due payments made', 'action': 'Payment assistance program offer'}, {'flag': 'UTILIZATION_PAYMENT_MISMATCH', 'severity': 'HIGH', 'message': 'High utilization with low payment ratio', 'action': 'Structured payment plan discussion'}, {'flag': 'SPENDING_UTILIZATION_STRESS', 'severity': 'HIGH', 'message': 'Declining spending with high utilization', 'action': 'Financial counseling referral'}, {'flag': 'PAYMENT_UTILIZATION_CRITICAL', 'severity': 'CRITICAL', 'message': 'Low payment frequency with high utilization', 'action': 'Immediate intervention required'}]",5
C032,LOW,0.16666666666666666,[],0
C033,HIGH,0.2333333333333333,"[{'flag': 'LOW_PAYMENT_FREQUENCY', 'severity': 'HIGH', 'message': 'Only 7% minimum due payments made', 'action': 'Payment assistance program offer'}]",1
C034,HIGH,0.16666666666666666,"[{'flag': 'LOW_PAYMENT_FREQUENCY', 'severity': 'HIGH', 'message': 'Only 15% minimum due payments made', 'action': 'Payment assistance program offer'}]",1
C035,HIGH,0.35000000000000003,"[{'flag': 'SPENDING_DECLINE_MODERATE', 'severity': 'MEDIUM', 'message': 'Spending declined 18%', 'action': 'Monitor spending patterns'}, {'flag': 'LOW_PAYMENT_FREQUENCY', 'severity': 'HIGH', 'message': 'Only 13% minimum due payments made', 'action': 'Payment assistance program offer'}, {'flag': 'HIGH_CASH_WITHDRAWAL', 'severity': 'MEDIUM', 'message': 'Cash withdrawals at 21% of spending', 'action': 'Financial wellness check-in'}]",3
C036,LOW,0.13333333333333333,[],0
C037,HIGH,0.3333333333333333,"[{'flag': 'CRITICAL_UTILIZATION', 'severity': 'HIGH', 'message': 'Credit utilization at 93% - near limit', 'action': 'Immediate credit limit review and payment reminder'}]",1
C038,HIGH,0.16666666666666666,"[{'flag': 'LOW_PAYMENT_FREQUENCY', 'severity': 'HIGH', 'message': 'Only 14% minimum due payments made', 'action': 'Payment assistance program offer'}]",1
C039,HIGH,0.43333333333333335,"[{'flag': 'SPENDING_DECLINE_SEVERE', 'severity': 'HIGH', 'message': 'Spending dropped 25% - potential financial stress', 'action': 'Proactive payment plan discussion'}, {'flag': 'HIGH_CASH_WITHDRAWAL', 'severity': 'MEDIUM', 'message': 'Cash withdrawals at 24% of spending', 'action': 'Financial wellness check-in'}, {'flag': 'UTILIZATION_PAYMENT_MISMATCH', 'severity': 'HIGH', 'message': 'High utilization with low payment ratio', 'action': 'Structured payment plan discussion'}, {'flag': 'SPENDING_UTILIZATION_STRESS', 'severity': 'HIGH', 'message': 'Declining spending with high utilization', 'action': 'Financial counseling referral'}]",4
C040,MEDIUM,0.31666666666666665,"[{'flag': 'HIGH_UTILIZATION', 'severity': 'MEDIUM', 'message': 'Credit utilization at 84%', 'action': 'Payment behavior monitoring'}]",1
C041,HIGH,0.3,"[{'flag': 'CRITICAL_UTILIZATION', 'severity': 'HIGH', 'message': 'Credit utilization at 98% - near limit', 'action': 'Immediate credit limit review and payment reminder'}]",1
C042,HIGH,0.45,"[{'flag': 'SPENDING_DECLINE_SEVERE', 'severity': 'HIGH', 'message': 'Spending dropped 26% - potential financial stress', 'action': 'Proactive payment plan discussion'}, {'flag': 'MODERATE_PAYMENT_FREQUENCY', 'severity': 'MEDIUM', 'message': 'Payment frequency at 31%', 'action': 'Payment reminder and education'}, {'flag': 'UTILIZATION_PAYMENT_MISMATCH', 'severity': 'HIGH', 'message': 'High utilization with low payment ratio', 'action': 'Structured payment plan discussion'}, {'flag': 'SPENDING_UTILIZATION_STRESS', 'severity': 'HIGH', 'message': 'Declining spending with high utilization', 'action': 'Financial counseling referral'}]",4
C043,LOW,0.0,[],0
C044,LOW,0.03333333333333333,[],0
C045,HIGH,0.4000000000000001,"[{'flag': 'SPENDING_DECLINE_SEVERE', 'severity': 'HIGH', 'message': 'Spending dropped 29% - potential financial stress', 'action': 'Proactive payment plan discussion'}, {'flag': 'SPENDING_UTILIZATION_STRESS', 'severity': 'HIGH', 'message': 'Declining spending with high utilization', 'action': 'Financial counseling referral'}]",2
C046,HIGH,0.43333333333333335,"[{'flag': 'SPENDING_DECLINE_SEVERE', 'severity': 'HIGH', 'message': 'Spending dropped 21% - potential financial stress', 'action': 'Proactive payment plan discussion'}, {'flag': 'HIGH_UTILIZATION', 'severity': 'MEDIUM', 'message': 'Credit utilization at 86%', 'action': 'Payment behavior monitoring'}, {'flag': 'HIGH_CASH_WITHDRAWAL', 'severity': 'MEDIUM', 'message': 'Cash withdrawals at 21% of spending', 'action': 'Financial wellness check-in'}, {'flag': 'SPENDING_UTILIZATION_STRESS', 'severity': 'HIGH', 'message': 'Declining spending with high utilization', 'action': 'Financial counseling referral'}]",4
C047,MEDIUM,0.11666666666666665,"[{'flag': 'MODERATE_PAYMENT_FREQUENCY', 'severity': 'MEDIUM', 'message': 'Payment frequency at 24%', 'action': 'Payment reminder and education'}]",1
C048,LOW,0.2333333333333333,[],0
C049,MEDIUM,0.26666666666666666,"[{'flag': 'HIGH_UTILIZATION', 'severity': 'MEDIUM', 'message': 'Credit utilization at 81%', 'action': 'Payment behavior monitoring'}]",1
C050,LOW,0.03333333333333333,[],0
C051,MEDIUM,0.11666666666666665,"[{'flag': 'MODERATE_PAYMENT_FREQUENCY', 'severity': 'MEDIUM', 'message': 'Payment frequency at 21%', 'action': 'Payment reminder and education'}]",1
C052,HIGH,0.4000000000000001,"[{'flag': 'SPENDING_DECLINE_SEVERE', 'severity': 'HIGH', 'message': 'Spending dropped 26% - potential financial stress', 'action': 'Proactive payment plan discussion'}, {'flag': 'UTILIZATION_PAYMENT_MISMATCH', 'severity': 'HIGH', 'message': 'High utilization with low payment ratio', 'action': 'Structured payment plan discussion'}, {'flag': 'SPENDING_UTILIZATION_STRESS', 'severity': 'HIGH', 'message': 'Declining spending with high utilization', 'action': 'Financial counseling referral'}]",3
C053,LOW,0.06666666666666667,[],0
C054,LOW,0.13333333333333333,[],0
C055,LOW,0.13333333333333333,[],0
C056,LOW,0.03333333333333333,[],0
C057,HIGH,0.3666666666666667,"[{'flag': 'SPENDING_DECLINE_SEVERE', 'severity': 'HIGH', 'message': 'Spending dropped 30% - potential financial stress', 'action': 'Proactive payment plan discussion'}, {'flag': 'HIGH_UTILIZATION', 'severity': 'MEDIUM', 'message': 'Credit utilization at 88%', 'action': 'Payment behavior monitoring'}, {'flag': 'UTILIZATION_PAYMENT_MISMATCH', 'severity': 'HIGH', 'message': 'High utilization with low payment ratio', 'action': 'Structured payment plan discussion'}, {'flag': 'SPENDING_UTILIZATION_STRESS', 'severity': 'HIGH', 'message': 'Declining spending with high utilization', 'action': 'Financial counseling referral'}]",4
C058,LOW,0.18333333333333335,[],0
C059,HIGH,0.19999999999999998,"[{'flag': 'LOW_PAYMENT_FREQUENCY', 'severity': 'HIGH', 'message': 'Only 14% minimum due payments made', 'action': 'Payment assistance program offer'}]",1
C060,HIGH,0.3,"[{'flag': 'CRITICAL_UTILIZATION', 'severity': 'HIGH', 'message': 'Credit utilization at 97% - near limit', 'action': 'Immediate credit limit review and payment reminder'}]",1
C061,LOW,0.13333333333333333,[],0
C062,HIGH,0.35000000000000003,"[{'flag': 'SPENDING_DECLINE_MODERATE', 'severity': 'MEDIUM', 'message': 'Spending declined 20%', 'action': 'Monitor spending patterns'}, {'flag': 'HIGH_CASH_WITHDRAWAL', 'severity': 'MEDIUM', 'message': 'Cash withdrawals at 24% of spending', 'action': 'Financial wellness check-in'}, {'flag': 'SPENDING_UTILIZATION_STRESS', 'severity': 'HIGH', 'message': 'Declining spending with high utilization', 'action': 'Financial counseling referral'}]",3
C063,LOW,0.13333333333333333,[],0
C064,HIGH,0.3333333333333333,"[{'flag': 'LOW_PAYMENT_FREQUENCY', 'severity': 'HIGH', 'message': 'Only 7% minimum due payments made', 'action': 'Payment assistance program offer'}, {'flag': 'HIGH_CASH_WITHDRAWAL', 'severity': 'MEDIUM', 'message': 'Cash withdrawals at 24% of spending', 'action': 'Financial wellness check-in'}]",2
C065,MEDIUM,0.06666666666666667,"[{'flag': 'HIGH_CASH_WITHDRAWAL', 'severity': 'MEDIUM', 'message': 'Cash withdrawals at 23% of spending', 'action': 'Financial wellness check-in'}]",1
C066,LOW,0.03333333333333333,[],0
C067,HIGH,0.16666666666666666,"[{'flag': 'LOW_PAYMENT_FREQUENCY', 'severity': 'HIGH', 'message': 'Only 4% minimum due payments made', 'action': 'Payment assistance program offer'}]",1
C068,MEDIUM,0.06666666666666667,"[{'flag': 'HIGH_CASH_WITHDRAWAL', 'severity': 'MEDIUM', 'message': 'Cash withdrawals at 20% of spending', 'action': 'Financial wellness check-in'}]",1
C069,HIGH,0.26666666666666666,"[{'flag': 'LOW_PAYMENT_FREQUENCY', 'severity': 'HIGH', 'message': 'Only 5% minimum due payments made', 'action': 'Payment assistance program offer'}]",1
C070,HIGH,0.4166666666666667,"[{'flag': 'SPENDING_DECLINE_MODERATE', 'severity': 'MEDIUM', 'message': 'Spending declined 18%', 'action': 'Monitor spending patterns'}, {'flag': 'CRITICAL_UTILIZATION', 'severity': 'HIGH', 'message': 'Credit utilization at 90% - near limit', 'action': 'Immediate credit limit review and payment reminder'}, {'flag': 'UTILIZATION_PAYMENT_MISMATCH', 'severity': 'HIGH', 'message': 'High utilization with low payment ratio', 'action': 'Structured payment plan discussion'}, {'flag': 'SPENDING_UTILIZATION_STRESS', 'severity': 'HIGH', 'message': 'Declining spending with high utilization', 'action': 'Financial counseling referral'}]",4
C071,LOW,0.13333333333333333,[],0
C072,LOW,0.03333333333333333,[],0
C073,LOW,0.03333333333333333,[],0
C074,MEDIUM,0.16666666666666666,"[{'flag': 'HIGH_CASH_WITHDRAWAL', 'severity': 'MEDIUM', 'message': 'Cash withdrawals at 20% of spending', 'action': 'Financial wellness check-in'}]",1
C075,HIGH,0.5833333333333334,"[{'flag': 'SPENDING_DECLINE_SEVERE', 'severity': 'HIGH', 'message': 'Spending dropped 30% - potential financial stress', 'action': 'Proactive payment plan discussion'}, {'flag': 'CRITICAL_UTILIZATION', 'severity': 'HIGH', 'message': 'Credit utilization at 96% - near limit', 'action': 'Immediate credit limit review and payment reminder'}, {'flag': 'MODERATE_PAYMENT_FREQUENCY', 'severity': 'MEDIUM', 'message': 'Payment frequency at 39%', 'action': 'Payment reminder and education'}, {'flag': 'SPENDING_UTILIZATION_STRESS', 'severity': 'HIGH', 'message': 'Declining spending with high utilization', 'action': 'Financial counseling referral'}]",4
C076,MEDIUM,0.06666666666666667,"[{'flag': 'HIGH_CASH_WITHDRAWAL', 'severity': 'MEDIUM', 'message': 'Cash withdrawals at 21% of spending', 'action': 'Financial wellness check-in'}]",1
C077,HIGH,0.2333333333333333,"[{'flag': 'LOW_PAYMENT_FREQUENCY', 'severity': 'HIGH', 'message': 'Only 15% minimum due payments made', 'action': 'Payment assistance program offer'}, {'flag': 'HIGH_CASH_WITHDRAWAL', 'severity': 'MEDIUM', 'message': 'Cash withdrawals at 20% of spending', 'action': 'Financial wellness check-in'}]",2
C078,HIGH,0.19999999999999998,"[{'flag': 'LOW_PAYMENT_FREQUENCY', 'severity': 'HIGH', 'message': 'Only 12% minimum due payments made', 'action': 'Payment assistance program offer'}]",1
C079,HIGH,0.38333333333333336,"[{'flag': 'SPENDING_DECLINE_SEVERE', 'severity': 'HIGH', 'message': 'Spending dropped 25% - potential financial stress', 'action': 'Proactive payment plan discussion'}, {'flag': 'MODERATE_PAYMENT_FREQUENCY', 'severity': 'MEDIUM', 'message': 'Payment frequency at 29%', 'action': 'Payment reminder and education'}, {'flag': 'SPENDING_UTILIZATION_STRESS', 'severity': 'HIGH', 'message': 'Declining spending with high utilization', 'action': 'Financial counseling referral'}]",3
C080,HIGH,0.26666666666666666,"[{'flag': 'LOW_PAYMENT_FREQUENCY', 'severity': 'HIGH', 'message': 'Only 18% minimum due payments made', 'action': 'Payment assistance program offer'}]",1
C081,CRITICAL,0.5499999999999999,"[{'flag': 'CRITICAL_UTILIZATION', 'severity': 'HIGH', 'message': 'Credit utilization at 99% - near limit', 'action': 'Immediate credit limit review and payment reminder'}, {'flag': 'LOW_PAYMENT_FREQUENCY', 'severity': 'HIGH', 'message': 'Only 16% minimum due payments made', 'action': 'Payment assistance program offer'}, {'flag': 'PAYMENT_UTILIZATION_CRITICAL', 'severity': 'CRITICAL', 'message': 'Low payment frequency with high utilization', 'action': 'Immediate intervention required'}]",3
C082,HIGH,0.19999999999999998,"[{'flag': 'SPENDING_DECLINE_SEVERE', 'severity': 'HIGH', 'message': 'Spending dropped 26% - potential financial stress', 'action': 'Proactive payment plan discussion'}]",1
C083,CRITICAL,0.4000000000000001,"[{'flag': 'LOW_PAYMENT_FREQUENCY', 'severity': 'HIGH', 'message': 'Only 18% minimum due payments made', 'action': 'Payment assistance program offer'}, {'flag': 'UTILIZATION_PAYMENT_MISMATCH', 'severity': 'HIGH', 'message': 'High utilization with low payment ratio', 'action': 'Structured payment plan discussion'}, {'flag': 'PAYMENT_UTILIZATION_CRITICAL', 'severity': 'CRITICAL', 'message': 'Low payment frequency with high utilization', 'action': 'Immediate intervention required'}]",3
C084,HIGH,0.2333333333333333,"[{'flag': 'SPENDING_DECLINE_SEVERE', 'severity': 'HIGH', 'message': 'Spending dropped 26% - potential financial stress', 'action': 'Proactive payment plan discussion'}, {'flag': 'HIGH_CASH_WITHDRAWAL', 'severity': 'MEDIUM', 'message': 'Cash withdrawals at 24% of spending', 'action': 'Financial wellness check-in'}]",2
C085,HIGH,0.2333333333333333,"[{'flag': 'UTILIZATION_PAYMENT_MISMATCH', 'severity': 'HIGH', 'message': 'High utilization with low payment ratio', 'action': 'Structured payment plan discussion'}]",1
C086,HIGH,0.3333333333333333,"[{'flag': 'SPENDING_DECLINE_SEVERE', 'severity': 'HIGH', 'message': 'Spending dropped 28% - potential financial stress', 'action': 'Proactive payment plan discussion'}, {'flag': 'SPENDING_UTILIZATION_STRESS', 'severity': 'HIGH', 'message': 'Declining spending with high utilization', 'action': 'Financial counseling referral'}]",2
C087,HIGH,0.19999999999999998,"[{'flag': 'HIGH_UTILIZATION', 'severity': 'MEDIUM', 'message': 'Credit utilization at 84%', 'action': 'Payment behavior monitoring'}, {'flag': 'UTILIZATION_PAYMENT_MISMATCH', 'severity': 'HIGH', 'message': 'High utilization with low payment ratio', 'action': 'Structured payment plan discussion'}]",2
C088,LOW,0.16666666666666666,[],0
C089,LOW,0.03333333333333333,[],0
C090,LOW,0.03333333333333333,[],0
C091,MEDIUM,0.08333333333333333,"[{'flag': 'MODERATE_PAYMENT_FREQUENCY', 'severity': 'MEDIUM', 'message': 'Payment frequency at 22%', 'action': 'Payment reminder and education'}]",1
C092,CRITICAL,0.6,"[{'flag': 'SPENDING_DECLINE_SEVERE', 'severity': 'HIGH', 'message': 'Spending dropped 21% - potential financial stress', 'action': 'Proactive payment plan discussion'}, {'flag': 'LOW_PAYMENT_FREQUENCY', 'severity': 'HIGH', 'message': 'Only 8% minimum due payments made', 'action': 'Payment assistance program offer'}, {'flag': 'HIGH_CASH_WITHDRAWAL', 'severity': 'MEDIUM', 'message': 'Cash withdrawals at 20% of spending', 'action': 'Financial wellness check-in'}, {'flag': 'SPENDING_UTILIZATION_STRESS', 'severity': 'HIGH', 'message': 'Declining spending with high utilization', 'action': 'Financial counseling referral'}, {'flag': 'PAYMENT_UTILIZATION_CRITICAL', 'severity': 'CRITICAL', 'message': 'Low payment frequency with high utilization', 'action': 'Immediate intervention required'}]",5
C093,CRITICAL,0.6,"[{'flag': 'SPENDING_DECLINE_SEVERE', 'severity': 'HIGH', 'message': 'Spending dropped 21% - potential financial stress', 'action': 'Proactive payment plan discussion'}, {'flag': 'LOW_PAYMENT_FREQUENCY', 'severity': 'HIGH', 'message': 'Only 11% minimum due payments made', 'action': 'Payment assistance program offer'}, {'flag': 'HIGH_CASH_WITHDRAWAL', 'severity': 'MEDIUM', 'message': 'Cash withdrawals at 21% of spending', 'action': 'Financial wellness check-in'}, {'flag': 'SPENDING_UTILIZATION_STRESS', 'severity': 'HIGH', 'message': 'Declining spending with high utilization', 'action': 'Financial counseling referral'}, {'flag': 'PAYMENT_UTILIZATION_CRITICAL', 'severity': 'CRITICAL', 'message': 'Low payment frequency with high utilization', 'action': 'Immediate intervention required'}]",5
C094,CRITICAL,0.6166666666666666,"[{'flag': 'CRITICAL_UTILIZATION', 'severity': 'HIGH', 'message': 'Credit utilization at 95% - near limit', 'action': 'Immediate credit limit review and payment reminder'}, {'flag': 'LOW_PAYMENT_FREQUENCY', 'severity': 'HIGH', 'message': 'Only 0% minimum due payments made', 'action': 'Payment assistance program offer'}, {'flag': 'HIGH_CASH_WITHDRAWAL', 'severity': 'MEDIUM', 'message': 'Cash withdrawals at 21% of spending', 'action': 'Financial wellness check-in'}, {'flag': 'PAYMENT_UTILIZATION_CRITICAL', 'severity': 'CRITICAL', 'message': 'Low payment frequency with high utilization', 'action': 'Immediate intervention required'}]",4
C095,LOW,0.08333333333333333,[],0
C096,HIGH,0.19999999999999998,"[{'flag': 'LOW_PAYMENT_FREQUENCY', 'severity': 'HIGH', 'message': 'Only 0% minimum due payments made', 'action': 'Payment assistance program offer'}]",1
C097,HIGH,0.43333333333333335,"[{'flag': 'SPENDING_DECLINE_MODERATE', 'severity': 'MEDIUM', 'message': 'Spending declined 17%', 'action': 'Monitor spending patterns'}, {'flag': 'HIGH_UTILIZATION', 'severity': 'MEDIUM', 'message': 'Credit utilization at 82%', 'action': 'Payment behavior monitoring'}, {'flag': 'MODERATE_PAYMENT_FREQUENCY', 'severity': 'MEDIUM', 'message': 'Payment frequency at 33%', 'action': 'Payment reminder and education'}, {'flag': 'HIGH_CASH_WITHDRAWAL', 'severity': 'MEDIUM', 'message': 'Cash withdrawals at 22% of spending', 'action': 'Financial wellness check-in'}, {'flag': 'UTILIZATION_PAYMENT_MISMATCH', 'severity': 'HIGH', 'message': 'High utilization with low payment ratio', 'action': 'Structured payment plan discussion'}, {'flag': 'SPENDING_UTILIZATION_STRESS', 'severity': 'HIGH', 'message': 'Declining spending with high utilization', 'action': 'Financial counseling referral'}]",6
C098,HIGH,0.3333333333333333,"[{'flag': 'SPENDING_DECLINE_SEVERE', 'severity': 'HIGH', 'message': 'Spending dropped 22% - potential financial stress', 'action': 'Proactive payment plan discussion'}, {'flag': 'HIGH_CASH_WITHDRAWAL', 'severity': 'MEDIUM', 'message': 'Cash withdrawals at 24% of spending', 'action': 'Financial wellness check-in'}, {'flag': 'SPENDING_UTILIZATION_STRESS', 'severity': 'HIGH', 'message': 'Declining spending with high utilization', 'action': 'Financial counseling referral'}]",3
C099,LOW,0.2333333333333333,[],0
C100,HIGH,0.4000000000000001,"[{'flag': 'SPENDING_DECLINE_SEVERE', 'severity': 'HIGH', 'message': 'Spending dropped 30% - potential financial stress', 'action': 'Proactive payment plan discussion'}, {'flag': 'HIGH_UTILIZATION', 'severity': 'MEDIUM', 'message': 'Credit utilization at 89%', 'action': 'Payment behavior monitoring'}, {'flag': 'SPENDING_UTILIZATION_STRESS', 'severity': 'HIGH', 'message': 'Declining spending with high utilization', 'action': 'Financial counseling referral'}]",3
